1496159669370///AAL94   ///34.2798///-109.5433///10660.38///247.64///66.36///1.496159664E9///1.496159664E9///0.0///United States///false
1496159669370///ASA7    ///47.4657///-114.3947///10363.2///226.87///269.87///1.496159624E9///1.496159644E9///0.0///United States///false
1496159669370///UAL951  ///46.8728///-62.7426///11879.58///221.27///239.08///1.496159664E9///1.496159664E9///0.0///United States///false
1496159669370///SAS23G  ///52.8115///14.9228///12184.38///210.84///187.85///1.496159664E9///1.496159665E9///0.0///Norway///false
1496159669370///DLH94T  ///49.6787///6.586///8724.9///213.27///265.02///1.496159664E9///1.496159664E9///5.2///Germany///false
1496159669370///DLH612  ///45.1017///18.3085///10058.4///235.41///121.78///1.496159662E9///1.496159662E9///0.0///Germany///false
1496159669370///UAL67   ///41.9838///-87.7596///769.62///82.83///270.36///1.496159665E9///1.496159665E9///-3.9///United States///false
1496159669370///DAL1082 ///34.4684///-106.1758///10675.62///249.92///80.4///1.496159664E9///1.496159664E9///0.0///United States///false
1496159669370///SWA1998 ///27.8883///-85.197///10972.8///215.15///265.61///1.496159664E9///1.496159664E9///0.0///United States///false
1496159669370///VRD69   ///39.1224///-80.8723///10363.2///196.18///272.4///1.496159664E9///1.496159664E9///0.0///United States///false
1496159669370///UAL1262 ///40.7166///-77.9245///10965.18///209.98///294.3///1.496159661E9///1.496159662E9///0.0///United States///false
1496159669370///NKS193  ///30.1945///-96.8766///8831.58///204.17///279.87///1.496159664E9///1.496159664E9///4.23///United States///false
1496159669370///AAL2207 ///33.3362///-99.1137///9189.72///215.08///290.73///1.496159665E9///1.496159665E9///4.88///United States///false
1496159669370///DAL1631 ///33.7235///-117.5125///7970.52///241.01///83.01///1.496159664E9///1.496159664E9///6.5///United States///false
1496159669370///DLH440  ///47.9712///-87.0759///11582.4///251.99///213.17///1.496159665E9///1.496159665E9///0.0///Germany///false
1496159669370///SWR16   ///41.2633///-71.9412///7155.18///206.0///218.82///1.496159664E9///1.496159664E9///-13.0///Switzerland///false
1496159669370///AAL90   ///48.7189///-67.529///11277.6///280.98///64.75///1.496159664E9///1.496159664E9///-0.33///United States///false
1496159669370///SWR18   ///47.4607///8.5619///null///2.31///137.0///1.496159664E9///1.496159664E9///null///Switzerland///true
1496159669370///SWR6    ///45.7065///-84.5573///11582.4///228.35///193.28///1.496159663E9///1.496159664E9///0.0///Switzerland///false
1496159669370///DAL33   ///53.2093///-9.38///10363.2///212.42///285.45///1.496159664E9///1.496159664E9///0.0///United States///false
1496159669370///UAL546  ///33.5828///-111.1579///10058.4///246.81///70.77///1.496159494E9///1.496159528E9///0.0///United States///false
1496159669370///SJJ209  ///32.8304///-85.8497///12336.78///206.37///150.75///1.496159662E9///1.496159664E9///3.9///United States///false
1496159669370///WZZ3SU  ///44.462///21.4003///9738.36///240.23///281.86///1.496159664E9///1.496159664E9///6.5///Hungary///false
1496159669370///UAL1437 ///30.2647///-97.3507///9753.6///214.99///279.64///1.496159664E9///1.496159664E9///0.0///United States///false
1496159669370///AFR110J ///46.945///1.3346///11879.58///211.27///205.07///1.496159661E9///1.496159663E9///1.3///France///false
1496159669370///ASA739  ///36.8707///-107.1384///10363.2///227.71///258.66///1.496159664E9///1.496159664E9///0.0///United States///false
1496159669370///ASA739  ///36.8707///-107.1384///10363.2///227.71///258.66///1.496159664E9///1.496159664E9///0.0///United States///false
1496159669370///SWR182C ///44.7819///11.0411///10980.42///233.67///302.05///1.496159664E9///1.496159664E9///0.0///Switzerland///false
1496159669370///AFR15MQ ///49.5063///14.9825///11582.4///228.6///289.45///1.496159664E9///1.496159664E9///0.0///France///false
1496159669370///AFR1891 ///41.584///28.05///8016.24///207.06///308.04///1.496159665E9///1.496159665E9///9.75///France///false
1496159669370///AFR15HN ///40.7897///-3.832///11582.4///222.28///25.5///1.496159665E9///1.496159665E9///0.0///France///false
1496159669370///NAX7JP  ///45.118///11.1165///10972.8///238.19///5.33///1.496159664E9///1.496159664E9///0.0///Norway///false
1496159669370///AFR1844 ///53.0883///17.5808///11277.6///249.27///67.3///1.496159665E9///1.496159665E9///-0.33///France///false
1496159669370///AAL2057 ///36.3009///-99.731///9753.6///217.97///261.45///1.496159664E9///1.496159664E9///0.0///United States///false
1496159669370///SWA1342 ///36.6566///-78.196///9144.0///273.22///39.81///1.496159665E9///1.496159665E9///-0.33///United States///false
1496159669370///AFR13GQ ///50.1798///13.0564///10965.18///216.62///237.22///1.496159664E9///1.496159664E9///0.33///France///false
1496159669370///AAL1169 ///32.7904///-96.7495///3002.28///152.46///72.73///1.496159663E9///1.496159664E9///0.65///United States///false
1496159669370///AAL942  ///38.4278///-75.0811///11582.4///186.67///219.74///1.496159663E9///1.496159663E9///0.0///United States///false
1496159669370///AAL942  ///38.4278///-75.0811///11582.4///186.67///219.74///1.496159663E9///1.496159663E9///0.0///United States///false
1496159669370///ASA734  ///46.7423///-117.049///10668.0///242.34///103.0///1.496159663E9///1.496159663E9///0.0///United States///false
1496159669370///ASA734  ///46.7423///-117.049///10668.0///242.34///103.0///1.496159663E9///1.496159663E9///0.0///United States///false
1496159669370///ASA730  ///48.7274///-123.4876///8572.5///219.98///142.89///1.496159664E9///1.496159665E9///-12.03///United States///false
1496159669370///ASA730  ///48.7274///-123.4876///8572.5///219.98///142.89///1.496159664E9///1.496159665E9///-12.03///United States///false
1496159669370///SWR62K  ///47.3378///9.9516///6431.28///200.45///120.71///1.496159664E9///1.496159664E9///6.5///Switzerland///false
1496159669370///ASA799  ///46.4689///-120.2654///8587.74///239.76///309.43///1.496159664E9///1.496159664E9///-7.48///United States///false
1496159669370///ASA737  ///46.1772///-91.4929///9144.0///221.49///283.29///1.496159647E9///1.496159662E9///0.0///United States///false
1496159669370///ASA737  ///46.1772///-91.4929///9144.0///221.49///283.29///1.496159647E9///1.496159662E9///0.0///United States///false
1496159669370///ASA791  ///46.1791///-92.0943///10363.2///228.12///283.03///1.496159629E9///1.496159629E9///0.0///United States///false
1496159669370///SWR181  ///46.1349///22.3132///10972.8///249.16///296.62///1.496159664E9///1.496159664E9///0.0///Switzerland///false
1496159736367///AAL94   ///34.3371///-109.385///10668.0///247.44///66.47///1.496159728E9///1.496159729E9///0.0///United States///false
1496159736367///ASA7    ///47.4648///-114.6964///10363.2///225.85///269.61///1.496159725E9///1.496159725E9///0.0///United States///false
1496159736367///UAL951  ///46.8064///-62.9036///11879.58///220.39///238.94///1.496159729E9///1.496159729E9///0.0///United States///false
1496159736367///SAS23G  ///52.6896///14.8954///12192.0///211.21///187.56///1.496159729E9///1.49615973E9///0.0///Norway///false
1496159736367///DLH94T  ///49.6676///6.395///9166.86///211.83///264.7///1.496159729E9///1.496159729E9///5.2///Germany///false
1496159736367///DLH612  ///45.0451///18.4375///10066.02///235.68///121.89///1.496159713E9///1.496159729E9///0.0///Germany///false
1496159736367///UAL67   ///41.9839///-87.8187///510.54///65.85///270.45///1.496159728E9///1.496159729E9///-3.9///United States///false
1496159736367///DAL1082 ///34.4926///-106.0032///10668.0///250.42///80.42///1.496159729E9///1.496159729E9///0.0///United States///false
1496159736367///SWA1998 ///27.8901///-85.3363///10972.8///215.32///274.93///1.496159729E9///1.496159729E9///0.33///United States///false
1496159736367///VRD69   ///39.127///-81.0181///10363.2///196.67///272.25///1.496159729E9///1.496159729E9///0.0///United States///false
1496159736367///UAL1262 ///40.7495///-78.0349///10972.8///194.98///292.17///1.496159707E9///1.496159721E9///0.65///United States///false
1496159736367///NKS193  ///30.215///-97.0154///8968.74///217.02///279.55///1.496159729E9///1.496159729E9///1.95///United States///false
1496159736367///AAL2207 ///33.3797///-99.2513///9555.48///210.98///290.56///1.496159729E9///1.49615973E9///5.53///United States///false
1496159736367///DAL1631 ///33.7405///-117.3435///8382.0///247.08///83.3///1.496159729E9///1.496159729E9///6.5///United States///false
1496159736367///DLH440  ///47.8523///-87.1913///11582.4///253.13///213.14///1.496159727E9///1.496159729E9///0.0///Germany///false
1496159736367///SWR16   ///41.1711///-72.0422///6530.34///205.31///219.71///1.496159728E9///1.496159729E9///-5.2///Switzerland///false
1496159736367///AAL90   ///48.7883///-67.3051///11277.6///280.08///64.89///1.496159729E9///1.496159729E9///0.0///United States///false
1496159736367///SWR18   ///47.4609///8.5636///null///2.83///47.0///1.496159729E9///1.496159729E9///null///Switzerland///true
1496159736367///SWR6    ///45.5748///-84.6018///11582.4///228.35///193.28///1.496159729E9///1.496159729E9///0.0///Switzerland///false
1496159736367///DAL33   ///53.2422///-9.5789///10363.2///211.79///285.35///1.496159729E9///1.496159729E9///0.0///United States///false
1496159736367///UAL546  ///33.5828///-111.1579///10058.4///246.81///70.77///1.496159494E9///1.496159528E9///0.0///United States///false
1496159736367///SJJ209  ///32.7334///-85.7851///12496.8///210.51///150.74///1.496159722E9///1.496159726E9///-0.33///United States///false
1496159736367///WZZ3SU  ///44.4902///21.2127///10104.12///239.62///281.77///1.496159728E9///1.496159729E9///4.88///Hungary///false
1496159736367///UAL1437 ///30.2863///-97.4936///9753.6///215.67///279.89///1.496159729E9///1.496159729E9///0.33///United States///false
